pore_id,num_removed_atoms,num_ZZ_atoms,num_AC_atoms,num_UA_atoms,num_SB_atoms,count_rim_atoms,num_incomplete_hexagons,num_5_membered_rings,max_dist,shape_factor,360_rot,60_clock_rot,120_clock_rot,180_clock_rot,240_clock_rot,300_clock_rot,mirror_vertical,mirror_90_clock_vertical,mirror_150_clock_vertical,mirror_30_clock_vertical,mirror_60_clock_vertical,mirror_120_clock_vertical,time,probability,unique_id
1,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,156.74,0.0627,1
2,12,8,2,0,0,26,12,1,12.40193927,0.722711274,1,0,0,0,0,0,0,0,0,0,0,0,154.19,0.0341,10
3,12,8,2,0,0,26,12,1,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,147.79,0.0368,32
4,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,157.28,0.0653,19
5,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,154.95,0.0653,19
6,12,5,8,1,0,34,14,5,14.85238004,0.651826138,1,0,0,0,0,0,0,0,0,0,0,0,165.18,0.0001,404
7,12,2,10,0,0,30,13,5,11.64448285,0.801152657,1,0,0,0,0,0,0,0,0,0,0,0,164.89,0.0066,28
8,12,4,8,0,0,30,13,4,12.40193927,0.752221743,1,0,0,1,0,0,0,0,0,0,0,0,165.54,0.0015,155
9,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,1,0,0,0,0,0,0,0,0,158.24,0.0393,24
10,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,154.61,0.0775,2
11,12,8,2,0,0,26,12,1,12.40193927,0.722711274,1,0,0,0,0,0,0,0,0,0,0,0,152.61,0.0341,10
12,12,8,2,0,0,26,12,1,12.40193927,0.722711274,1,0,0,0,0,0,0,0,0,0,0,0,150.6,0.0341,10
13,12,6,6,0,0,30,13,3,14.01098511,0.665835293,1,0,0,0,0,0,0,0,0,0,0,0,161.9,0.0023,58
14,12,6,4,0,0,26,12,2,11.3808,0.7875563520000001,1,0,0,0,0,0,0,1,0,0,0,0,148.94,0.0417,4
15,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,1,0,0,0,0,0,0,0,0,154.61,0.0393,24
16,12,4,6,0,1,29,13,4,11.64448285,0.801152657,1,0,0,0,0,0,0,0,0,0,0,0,159.08,0.0021,110
17,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,1,0,0,0,0,0,0,0,0,158.64,0.0393,24
18,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,150.69,0.0775,2
19,12,6,4,0,0,26,12,0,11.64448285,0.769722575,1,0,0,1,0,0,0,0,1,0,1,0,147.47,0.0101,52
20,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,155.39,0.0653,19
21,12,4,6,0,1,29,13,5,11.64448285,0.801152657,1,0,0,0,0,0,0,0,0,0,0,0,162.86,0.0039,11
22,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,1,0,0,0,153.57,0.0308,21
23,12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,1,0,0,0,0,159.07,0.0308,21
24,12,6,4,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,152.73,0.0775,2
25,12,8,0,0,1,25,12,2,9.9582,0.900064402,1,0,0,0,0,0,0,0,0,0,1,0,155.01,0.0271,16
26,12,8,2,0,0,26,12,1,11.64448285,0.769722575,1,0,0,0,0,0,0,0,0,0,0,0,155.15,0.0368,32
