pore_id,num_removed_atoms,num_ZZ_atoms,num_AC_atoms,num_UA_atoms,num_SB_atoms,count_rim_atoms,num_incomplete_hexagons,num_5_membered_rings,max_dist,shape_factor,360_rot,60_clock_rot,120_clock_rot,180_clock_rot,240_clock_rot,300_clock_rot,mirror_vertical,mirror_90_clock_vertical,mirror_150_clock_vertical,mirror_30_clock_vertical,mirror_60_clock_vertical,mirror_120_clock_vertical,time,probability,unique_id
1,22,9,4,1,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,215.79,0.0027,1
2,22,8,8,2,0,42,21,2,15.84140317,0.748479323,1,0,0,0,0,0,0,0,0,0,0,0,209.46,0.0001,690
3,22,6,10,0,1,41,21,4,16.40622355,0.722711274,1,0,0,0,0,0,0,0,0,0,0,0,222.01,0.0001,1133
4,22,8,6,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,215.6,0.0033,57
5,22,12,0,0,0,30,18,0,14.01098511,0.7834862659999999,1,0,0,1,0,0,0,0,0,0,0,0,203.17,0.0153,86
6,22,8,4,0,1,33,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,205.8,0.0013,583
7,22,9,4,1,0,34,19,1,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,211.97,0.002,320
8,22,8,6,0,1,37,20,4,16.40622355,0.705293985,1,0,0,0,0,0,0,0,0,0,0,0,209.79,0.0001,2868
9,22,7,8,1,0,38,20,4,14.85238004,0.779081248,1,0,0,0,0,0,0,0,0,0,0,0,214.69,0.0001,3165
10,22,7,8,1,0,38,20,4,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,215.82,0.0001,2
11,22,10,4,0,1,37,20,4,16.40622355,0.705293985,1,0,0,0,0,0,0,0,0,0,0,0,214.21,0.0002,108
12,22,10,6,0,0,38,20,2,16.40622355,0.705293985,1,0,0,0,0,0,0,0,0,0,0,0,202.44,0.0001,193
13,22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,198.49,0.0025,262
14,22,10,2,0,0,30,18,0,12.40193927,0.8851369259999999,1,0,0,0,0,0,0,0,0,1,0,0,202.45,0.0251,42
15,22,12,2,0,0,34,19,3,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,218.91,0.0021,410
16,22,9,4,1,1,36,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,211.05,0.0001,468
17,22,8,6,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,210.46,0.0046,97
18,22,8,4,0,1,33,19,1,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,204.17,0.0005,573
19,22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,211.5,0.001,640
20,22,8,8,0,0,38,20,2,17.30667595,0.668598107,1,0,0,0,0,0,0,0,0,0,0,0,202.82,0.0001,691
21,22,5,10,1,0,38,20,5,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,222.96,0.0004,736
22,22,2,14,2,0,42,21,7,15.84140317,0.748479323,1,0,0,0,0,0,0,0,0,0,0,0,210.34,0.0001,781
23,22,7,8,1,0,38,20,2,14.85238004,0.779081248,1,0,0,0,0,0,0,0,0,0,0,0,208.04,0.0004,200
24,22,10,4,0,0,34,19,1,16.40622355,0.687435542,1,0,0,0,0,0,0,0,0,0,0,0,206.4,0.0013,493
25,22,9,4,1,0,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,201.4,0.0021,238
26,22,6,8,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,214.83,0.0001,952
27,22,9,4,1,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,210.2,0.0028,48
28,22,8,4,0,1,33,19,2,13.57073908,0.831069046,1,0,0,0,0,0,0,0,0,0,0,0,216.75,0.0014,987
29,22,7,6,1,1,36,20,4,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,222.66,0.0001,1089
30,22,6,8,0,0,34,19,1,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,208.76,0.0029,13
31,22,10,4,0,0,34,19,2,15.84140317,0.711945846,1,0,0,0,0,0,0,0,0,0,0,0,207.55,0.0008,299
32,22,10,6,0,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,220.38,0.0002,1214
33,22,6,8,0,1,37,20,6,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,217.82,0.0002,976
34,22,8,6,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,209.1,0.0033,57
35,22,12,0,0,0,30,18,0,12.40193927,0.8851369259999999,1,0,1,0,1,0,1,0,0,0,1,1,210.13,0.0059,241
36,22,10,4,0,0,34,19,2,16.40622355,0.687435542,1,0,0,0,0,0,0,0,0,0,0,0,207.03,0.0012,311
37,22,3,12,1,0,38,20,5,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,220.28,0.0004,773
38,22,10,4,0,0,34,19,1,16.40622355,0.687435542,1,0,0,0,0,0,0,0,0,0,0,0,210.69,0.0008,420
39,22,8,6,0,0,34,19,1,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,210.81,0.0013,873
40,22,8,6,0,1,37,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,218.29,0.0001,1519
41,22,9,4,1,0,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,212.71,0.0021,238
42,22,8,6,0,0,34,19,2,15.84140317,0.711945846,1,0,0,0,0,0,0,0,0,0,0,0,199.71,0.0019,574
43,22,8,6,0,0,34,19,3,15.6486,0.7207175840000001,1,0,0,0,0,0,0,0,0,0,0,0,212.41,0.0024,664
44,22,10,4,0,0,34,19,2,15.84140317,0.711945846,1,0,0,0,0,0,0,0,0,0,0,0,217.07,0.0008,961
45,22,8,6,0,0,34,19,1,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,208.12,0.0014,560
46,22,7,6,1,1,36,20,4,14.85238004,0.779081248,1,0,0,0,0,0,0,0,0,0,0,0,222.63,0.0001,1744
47,22,7,8,1,0,38,20,3,14.85238004,0.779081248,1,0,0,0,0,0,0,0,0,0,0,0,217.2,0.0001,1785
48,22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,209.3,0.0023,830
49,22,6,10,0,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,216.51,0.0001,1856
50,22,7,8,1,0,38,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,207.95,0.0001,1891
51,22,4,10,0,1,37,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,219.14,0.0001,1927
52,22,6,8,0,1,37,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,0,0,0,0,0,0,213.57,0.0001,1962
53,22,9,4,1,1,36,20,4,14.01098511,0.825867039,1,0,0,0,0,0,0,0,0,0,0,0,208.3,0.0002,1992
54,22,10,4,0,0,34,19,1,15.84140317,0.711945846,1,0,0,0,0,0,0,0,0,0,0,0,203.69,0.0005,1276
55,22,8,4,0,1,33,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,211.54,0.0013,583
56,22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,209.25,0.002,49
57,22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,0,0,0,0,0,0,211.21,0.0029,567
58,22,8,6,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,212.12,0.0046,75
59,22,9,4,1,0,34,19,1,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,215.18,0.0021,526
60,22,3,12,1,0,38,20,4,15.6486,0.739440639,1,0,0,0,0,0,0,0,0,0,0,0,213.47,0.0001,2223
61,22,8,4,0,1,33,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,219.4,0.0012,530
62,22,10,4,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,0,0,0,0,0,0,206.81,0.0018,164
63,22,10,4,0,0,34,19,2,15.84140317,0.711945846,1,0,0,0,0,0,0,0,0,0,0,0,208.69,0.0016,456
64,22,7,10,1,0,42,21,4,16.40622355,0.722711274,1,0,0,0,0,0,0,0,0,0,0,0,204.71,0.0001,2355
