num_removed_atoms,num_ZZ_atoms,num_AC_atoms,num_UA_atoms,num_SB_atoms,count_rim_atoms,num_incomplete_hexagons,num_5_membered_rings,max_dist,shape_factor,360_rot,60_clock_rot,120_clock_rot,180_clock_rot,240_clock_rot,300_clock_rot,time,ZZ_features,AC_features
20,4,10,0,1,37,19,5,15.84140317,0.711945846,1,0,0,0,0,0,200.9,0,0
7,7,0,0,1,23,9,2,9.9582,0.7794786370000001,1,0,0,0,0,0,121.08,0,0
15,5,8,0,0,32,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,172.84,0,0
20,10,4,0,1,37,19,3,15.84140317,0.711945846,1,0,0,0,0,0,205.37,0,0
20,5,8,1,1,36,19,5,14.01098511,0.8049556179999999,1,0,0,0,0,0,197.7,0,0
17,7,8,2,0,40,18,5,16.40622355,0.669100624,1,0,0,0,0,0,192.63,0,0
22,7,8,1,1,41,21,4,18.16254095,0.652825106,1,0,0,0,0,0,217.31,0,0
21,10,2,1,1,35,19,2,14.85238004,0.75935447,1,0,0,0,0,0,210.61,0,0
20,9,6,1,0,38,19,3,18.16254095,0.620960537,1,0,0,0,0,0,201.86,0,0
16,4,10,0,1,37,17,5,15.84140317,0.6734333509999999,1,0,0,0,0,0,187.86,0,0
22,8,6,0,1,37,20,4,16.40622355,0.705293985,1,0,0,0,0,0,217.93,0,0
21,8,6,1,1,38,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,216.17,0,0
22,6,8,2,0,38,20,4,14.85238004,0.779081248,1,0,0,0,0,0,210.12,0,1
22,7,8,1,0,38,20,4,16.40622355,0.705293985,1,0,0,0,0,0,204.39,0,0
20,5,8,1,1,37,19,5,14.85238004,0.75935447,1,0,0,0,0,0,206.9,0,0
21,7,6,0,1,35,19,3,14.85238004,0.75935447,1,0,0,0,0,0,208.46,0,0
8,7,2,1,0,26,10,3,11.64448285,0.7026573620000001,1,0,0,0,0,0,131.03,0,0
15,5,6,0,1,31,15,3,13.57073908,0.738424225,1,0,0,0,0,0,178.32,0,0
19,8,6,1,0,36,18,1,14.01098511,0.7834862659999999,1,0,0,0,0,0,197.18,0,0
14,9,2,1,1,33,15,4,14.01098511,0.7152218359999999,1,0,0,0,0,0,178.49,0,0
10,6,4,0,1,29,12,4,12.40193927,0.722711274,1,0,0,0,0,0,150.11,0,0
15,5,8,0,0,32,15,4,13.57073908,0.738424225,1,0,0,0,0,0,175.07,0,0
19,8,6,1,0,36,18,3,15.84140317,0.6929572009999999,1,0,0,0,0,0,193.86,0,0
17,4,8,1,1,35,17,5,13.57073908,0.786112618,1,0,0,0,0,0,184.57,0,0
22,11,2,1,1,36,20,3,14.85238004,0.779081248,1,0,0,0,0,0,206.62,0,0
21,9,6,0,0,36,19,2,16.40622355,0.687435542,1,0,0,0,0,0,201.4,0,0
22,10,4,0,1,37,20,3,18.16254095,0.637092068,1,0,0,0,0,0,220.52,0,0
19,9,6,0,0,36,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,196.47,0,0
19,5,10,2,0,40,19,5,15.84140317,0.711945846,1,0,0,0,0,0,196.55,0,0
21,5,8,0,1,35,19,2,14.85238004,0.75935447,1,0,0,0,0,0,208.78,0,0
21,7,6,0,1,35,19,3,14.85238004,0.75935447,1,0,0,0,0,0,209.25,0,0
21,6,8,1,1,39,20,5,16.40622355,0.705293985,1,0,0,0,0,0,204.34,0,0
17,7,6,0,1,35,17,4,14.01098511,0.761411788,1,0,0,0,0,0,197.09,0,0
18,8,2,0,2,32,17,3,12.40193927,0.860198473,1,0,0,0,0,0,195.34,0,0
22,10,4,0,0,34,19,1,16.40622355,0.687435542,1,0,0,0,0,0,210.33,0,0
18,4,10,2,0,38,18,5,14.85238004,0.7391013679999999,1,0,0,0,0,0,200.74,0,0
21,9,6,0,0,36,19,2,16.40622355,0.687435542,1,0,0,0,0,0,205.02,0,0
20,8,6,0,1,37,19,4,16.40622355,0.687435542,1,0,0,0,0,0,205.28,0,0
17,6,6,1,1,35,17,3,14.85238004,0.71827742,1,0,0,0,0,0,183.25,0,0
22,8,6,0,0,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,208.04,0,0
20,10,2,0,1,33,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,203.91,0,0
22,10,6,0,0,38,20,2,15.84140317,0.7304410259999999,1,0,0,0,0,0,208.44,0,0
18,6,6,0,1,33,17,4,13.57073908,0.786112618,1,0,0,0,0,0,192.77,0,0
22,4,12,0,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,219.42,0,0
20,8,4,0,0,30,17,0,12.40193927,0.860198473,1,0,0,0,0,0,188.8,1,0
20,8,4,0,2,36,19,5,14.85238004,0.75935447,1,0,0,0,0,0,200.67,0,0
11,5,4,0,1,27,12,3,11.3808,0.7875563520000001,1,0,0,0,0,0,149.02,0,0
13,9,4,0,0,32,14,2,15.84140317,0.611130808,1,0,0,0,0,0,165.5,0,0
16,6,6,0,1,33,16,4,14.85238004,0.6968314520000001,1,0,0,0,0,0,186.87,0,0
22,9,6,1,0,38,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,214.58,0,0
21,7,8,0,0,36,19,2,16.40622355,0.687435542,1,0,0,0,0,0,201.75,0,0
16,6,6,0,1,33,16,2,14.01098511,0.738677935,1,0,0,0,0,0,179.67,0,0
12,6,4,0,1,29,13,2,12.40193927,0.752221743,1,0,0,0,0,0,159.32,0,0
18,8,4,0,1,33,17,4,14.01098511,0.761411788,1,0,0,0,0,0,192.2,0,0
18,6,6,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,188.15,0,0
22,6,8,0,1,37,20,4,14.85238004,0.779081248,1,0,0,0,0,0,211.01,0,0
21,6,8,1,1,39,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,204.49,0,0
17,7,6,0,1,35,17,4,14.01098511,0.761411788,1,0,0,0,0,0,197.59,0,0
21,7,6,0,1,35,19,3,16.40622355,0.687435542,1,0,0,0,0,0,205.65,0,0
11,4,8,1,0,32,13,5,14.01098511,0.665835293,1,0,0,0,0,0,157.19,0,0
21,11,4,0,0,36,19,3,17.30667595,0.651668825,1,0,0,0,0,0,212.89,0,0
11,6,6,1,0,32,13,4,14.01098511,0.665835293,1,0,0,0,0,0,156.48,0,0
17,7,6,0,0,32,16,3,13.57073908,0.76264126,1,0,0,0,0,0,189.41,0,0
21,8,4,1,1,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,209.6,0,0
13,7,4,0,1,31,14,4,12.40193927,0.7806173940000001,1,0,0,0,0,0,169.78,0,0
13,9,4,0,1,35,15,3,15.84140317,0.632580484,1,0,0,0,0,0,172.82,0,0
21,6,8,1,1,39,20,6,14.01098511,0.825867039,1,0,0,0,0,0,211.17,0,0
22,4,12,2,0,42,21,6,16.40622355,0.722711274,1,0,0,0,0,0,211.9,0,0
18,8,6,0,0,34,17,2,16.40622355,0.650248925,1,0,0,0,0,0,186.51,0,0
19,8,4,1,1,35,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,192.32,0,0
22,7,6,1,1,37,20,4,14.01098511,0.825867039,1,0,0,0,0,0,219.3,0,0
17,5,8,0,1,35,17,5,15.6486,0.6817305840000001,1,0,0,0,0,0,194.91,0,0
16,6,8,0,0,34,16,3,14.01098511,0.738677935,1,0,0,0,0,0,190.14,0,0
17,8,6,1,0,36,17,3,14.85238004,0.71827742,1,0,0,0,0,0,194.38,0,0
18,8,4,0,0,30,16,2,13.57073908,0.76264126,1,0,0,0,0,0,189.29,0,0
15,7,4,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,186.12,0,0
21,8,6,1,0,36,19,3,14.85238004,0.75935447,1,0,0,0,0,0,206.19,0,0
18,9,6,1,0,38,18,4,20.66445863,0.531221969,1,0,0,0,0,0,188.76,0,0
17,8,6,1,0,36,17,2,15.84140317,0.6734333509999999,1,0,0,0,0,0,183.73,0,0
18,4,10,2,0,38,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.06,0,0
21,4,10,1,1,39,20,4,15.6486,0.739440639,1,0,0,0,0,0,210.01,0,0
21,9,4,0,1,35,19,3,14.85238004,0.75935447,1,0,0,0,0,0,205.99,0,0
18,6,8,0,0,34,17,4,14.01098511,0.761411788,1,0,0,0,0,0,191.41,0,0
22,10,4,0,0,34,19,2,16.40622355,0.687435542,1,0,0,0,0,0,197.83,0,0
17,5,8,0,1,35,17,5,20.66445863,0.516254958,1,0,0,0,0,0,195.29,0,0
18,9,4,1,0,34,17,1,14.85238004,0.71827742,1,0,0,0,0,0,186.48,0,0
21,7,6,2,1,39,20,5,14.85238004,0.779081248,1,0,0,0,0,0,208.77,0,0
8,6,2,0,1,25,10,3,11.64448285,0.7026573620000001,1,0,0,0,0,0,129.68,0,0
14,7,6,1,0,34,15,3,14.85238004,0.674704153,1,0,0,0,0,0,170.54,0,0
20,8,6,0,1,37,19,5,14.85238004,0.75935447,1,0,0,0,0,0,210.55,0,0
19,5,8,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.17,0,0
18,6,8,0,1,37,18,5,16.40622355,0.669100624,1,0,0,0,0,0,203.03,0,0
20,10,2,0,1,33,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,197.04,0,0
22,10,2,0,1,33,19,2,14.85238004,0.75935447,1,0,0,0,0,0,215.93,0,0
22,10,2,0,1,33,19,0,14.01098511,0.8049556179999999,1,0,0,0,0,0,200.09,0,0
22,10,4,0,1,37,20,2,16.40622355,0.705293985,1,0,0,0,0,0,213.37,0,0
19,6,6,1,1,35,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,198.38,0,0
22,7,6,1,1,37,20,3,14.01098511,0.825867039,1,0,0,0,0,0,208.98,0,0
16,9,2,1,1,32,16,1,14.01098511,0.738677935,1,0,0,0,0,0,179.61,0,0
15,9,4,0,0,32,15,2,14.01098511,0.7152218359999999,1,0,0,0,0,0,182.17,0,0
22,10,4,0,0,34,19,1,15.84140317,0.711945846,1,0,0,0,0,0,207.67,0,0
13,9,0,0,1,27,13,2,12.40193927,0.752221743,1,0,0,0,0,0,166.58,0,0
22,10,4,0,1,37,20,3,16.40622355,0.705293985,1,0,0,0,0,0,210.8,0,0
22,10,4,0,1,37,20,2,18.16254095,0.637092068,1,0,0,0,0,0,203.59,0,0
22,8,6,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,210.27,0,0
15,8,4,1,1,35,16,4,15.84140317,0.653326315,1,0,0,0,0,0,175.67,0,0
22,10,4,0,0,34,19,2,15.6486,0.7207175840000001,1,0,0,0,0,0,204.19,1,0
15,5,8,0,1,35,16,5,15.6486,0.6613758129999999,1,0,0,0,0,0,180.87,0,0
21,7,8,0,0,36,19,3,15.6486,0.7207175840000001,1,0,0,0,0,0,203.2,0,0
16,6,6,0,0,30,15,2,12.40193927,0.808015768,1,0,0,0,0,0,177.85,0,0
22,8,8,0,0,38,20,3,15.6486,0.739440639,1,0,0,0,0,0,218.68,0,0
18,6,6,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,185.42,0,0
21,7,6,0,1,35,19,3,13.57073908,0.831069046,1,0,0,0,0,0,204.5,0,0
14,7,4,1,1,32,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,174.35,0,0
15,5,8,0,1,35,16,5,15.6486,0.6613758129999999,1,0,0,0,0,0,186.63,0,0
20,8,6,0,1,37,19,3,17.30667595,0.651668825,1,0,0,0,0,0,197.88,0,0
17,8,6,1,0,36,17,2,14.85238004,0.71827742,1,0,0,0,0,0,191.56,0,0
17,8,6,1,0,36,17,3,14.85238004,0.71827742,1,0,0,0,0,0,195.66,0,0
21,7,6,0,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,201.44,0,0
22,6,10,0,0,38,20,5,15.6486,0.739440639,1,0,0,0,0,0,214.53,0,0
20,10,2,0,1,33,18,2,14.85238004,0.7391013679999999,1,0,0,0,0,0,192.32,0,0
16,8,4,0,1,33,16,3,14.01098511,0.738677935,1,0,0,0,0,0,177.85,0,0
15,4,8,1,1,35,16,5,14.01098511,0.738677935,1,0,0,0,0,0,182.48,0,0
21,7,6,0,1,35,19,2,15.84140317,0.711945846,1,0,0,0,0,0,208.14,0,0
19,9,6,0,0,36,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,190.86,0,0
20,10,4,0,0,34,18,1,14.85238004,0.7391013679999999,1,0,0,0,0,0,197.53,0,0
17,7,6,0,1,35,17,3,16.40622355,0.650248925,1,0,0,0,0,0,188.65,0,0
18,8,6,0,0,34,17,4,14.01098511,0.761411788,1,0,0,0,0,0,199.0,0,0
19,7,6,0,1,35,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,193.68,0,0
20,6,8,0,0,34,18,2,14.85238004,0.7391013679999999,1,0,0,0,0,0,200.15,0,0
19,10,2,1,1,34,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,206.69,0,0
18,6,6,2,1,37,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,192.19,0,0
20,7,8,1,0,38,19,4,15.84140317,0.711945846,1,0,0,0,0,0,203.8,0,0
22,7,8,1,0,38,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,213.72,0,0
19,9,4,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,193.1,0,0
20,7,6,1,1,36,19,3,14.85238004,0.75935447,1,0,0,0,0,0,215.23,0,0
19,9,6,0,0,36,18,3,16.40622355,0.669100624,1,0,0,0,0,0,204.13,0,0
22,6,8,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,207.09,0,0
19,7,6,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,207.13,0,0
19,5,10,0,0,36,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,194.17,0,0
17,7,4,0,1,31,16,2,13.57073908,0.76264126,1,0,0,0,0,0,182.46,0,0
20,7,6,1,1,37,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,214.39,0,0
15,5,8,0,0,32,15,4,13.57073908,0.738424225,1,0,0,0,0,0,175.47,0,0
18,6,6,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,192.89,0,0
20,6,8,0,0,34,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,203.21,0,0
19,9,6,0,0,36,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,195.44,0,0
16,10,2,0,1,33,16,4,14.01098511,0.738677935,1,0,0,0,0,0,183.07,0,0
19,8,4,1,1,35,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,203.07,0,0
18,8,6,0,0,34,17,3,14.01098511,0.761411788,1,0,0,0,0,0,195.85,0,0
12,9,2,1,1,33,14,4,14.01098511,0.690969938,1,0,0,0,0,0,163.87,0,0
22,6,8,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,208.63,0,0
21,7,6,0,0,32,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,208.08,0,0
21,5,8,0,1,35,19,5,14.01098511,0.8049556179999999,1,0,0,0,0,0,203.47,0,0
16,8,4,0,1,33,16,3,14.01098511,0.738677935,1,0,0,0,0,0,189.41,0,0
13,8,2,1,1,30,14,3,13.57073908,0.713385576,1,0,0,0,0,0,165.76,0,0
20,9,4,1,1,37,19,3,14.85238004,0.75935447,1,0,0,0,0,0,203.59,0,0
14,8,6,0,0,34,15,3,16.40622355,0.610802508,1,0,0,0,0,0,170.44,0,0
22,7,6,1,1,37,20,5,14.01098511,0.825867039,1,0,0,0,0,0,215.71,0,0
22,8,6,0,1,37,20,3,14.85238004,0.779081248,1,0,0,0,0,0,205.37,0,0
15,7,4,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,180.03,0,0
16,6,6,0,1,33,16,4,13.57073908,0.76264126,1,0,0,0,0,0,179.03,0,0
21,7,6,0,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,205.36,0,0
15,5,6,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,172.32,0,0
22,9,4,1,1,37,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,207.56,0,0
22,6,10,0,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,204.85,0,0
20,9,4,1,1,36,19,2,15.84140317,0.711945846,1,0,0,0,0,0,206.33,0,0
22,5,10,1,0,38,20,4,14.01098511,0.825867039,1,0,0,0,0,0,215.26,0,0
14,8,2,0,1,29,14,2,13.57073908,0.713385576,1,0,0,0,0,0,163.92,0,0
14,8,4,0,1,33,15,3,14.85238004,0.674704153,1,0,0,0,0,0,169.96,0,0
19,8,6,1,0,36,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,195.83,0,0
22,8,8,0,1,41,21,4,18.16254095,0.652825106,1,0,0,0,0,0,219.28,0,0
22,9,6,1,1,41,21,5,18.16254095,0.652825106,1,0,0,0,0,0,212.96,0,0
18,8,4,0,1,33,17,3,13.57073908,0.786112618,1,0,0,0,0,0,194.19,0,0
19,7,8,0,0,36,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,203.88,0,0
10,7,4,1,0,30,12,3,12.40193927,0.722711274,1,0,0,0,0,0,148.16,0,0
19,8,4,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,203.03,0,0
21,8,6,1,1,38,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,208.57,0,0
19,7,6,0,1,35,18,3,16.40622355,0.669100624,1,0,0,0,0,0,204.39,0,0
14,7,6,1,0,34,15,2,15.84140317,0.632580484,1,0,0,0,0,0,170.11,0,0
22,8,6,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,207.1,0,0
19,8,6,1,1,39,19,5,15.84140317,0.711945846,1,0,0,0,0,0,201.42,0,0
19,3,10,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,191.52,0,0
21,7,6,0,1,35,19,5,14.01098511,0.8049556179999999,1,0,0,0,0,0,209.83,0,0
20,8,6,2,0,38,19,3,14.85238004,0.75935447,1,0,0,0,0,0,203.09,0,0
21,5,10,0,0,36,19,3,15.6486,0.7207175840000001,1,0,0,0,0,0,208.27,0,0
22,5,10,1,0,38,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,216.2,0,0
21,5,10,0,1,39,20,6,15.84140317,0.7304410259999999,1,0,0,0,0,0,206.55,0,0
20,7,10,1,1,45,21,5,19.76339082,0.59994577,1,0,0,0,0,0,205.98,0,0
22,9,6,1,0,38,20,3,16.40622355,0.705293985,1,0,0,0,0,0,206.16,0,0
16,8,6,0,0,34,16,2,16.40622355,0.630834118,1,0,0,0,0,0,180.81,0,0
22,8,4,0,1,33,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,202.56,0,0
19,10,6,1,0,40,19,2,18.16254095,0.620960537,1,0,0,0,0,0,202.51,0,0
22,10,4,0,1,37,20,2,16.40622355,0.705293985,1,0,0,0,0,0,207.57,0,0
22,5,10,1,0,38,20,4,14.01098511,0.825867039,1,0,0,0,0,0,217.28,0,0
19,7,8,2,0,40,19,4,16.40622355,0.687435542,1,0,0,0,0,0,201.69,0,0
21,5,10,0,0,36,19,3,15.84140317,0.711945846,1,0,0,0,0,0,193.34,0,0
16,7,4,1,1,32,16,4,12.40193927,0.834515097,1,0,0,0,0,0,178.97,0,0
19,8,4,1,1,34,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,202.68,0,0
16,4,10,0,0,34,16,4,20.66445863,0.500840876,1,0,0,0,0,0,190.36,0,0
22,10,8,0,0,42,21,4,18.81922908,0.630045081,1,0,0,0,0,0,216.55,0,0
20,7,8,1,0,38,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,208.47,0,0
20,8,6,0,0,34,18,1,15.84140317,0.6929572009999999,1,0,0,0,0,0,202.97,0,0
10,8,2,0,1,29,12,3,14.01098511,0.639713857,1,0,0,0,0,0,150.87,0,0
19,6,12,1,0,44,20,5,20.0682426,0.576593128,1,0,0,0,0,0,199.94,0,0
11,9,2,0,1,31,13,2,14.01098511,0.665835293,1,0,0,0,0,0,159.34,0,0
16,6,6,0,1,33,16,4,14.01098511,0.738677935,1,0,0,0,0,0,179.36,0,0
12,8,2,0,0,26,12,2,11.64448285,0.769722575,1,0,0,0,0,0,156.74,0,0
17,5,10,0,0,36,17,3,15.84140317,0.6734333509999999,1,0,0,0,0,0,188.11,0,0
18,10,2,0,1,33,17,2,14.01098511,0.761411788,1,0,0,0,0,0,194.08,0,0
20,9,6,1,0,38,19,3,17.82512691,0.632714776,1,0,0,0,0,0,200.74,0,0
20,5,8,1,1,36,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,207.22,0,0
19,11,2,0,1,35,18,3,16.40622355,0.669100624,1,0,0,0,0,0,196.04,0,0
13,9,2,0,1,31,14,3,14.01098511,0.690969938,1,0,0,0,0,0,167.29,0,0
22,9,6,3,0,42,21,4,16.40622355,0.722711274,1,0,0,0,0,0,216.74,0,0
22,7,6,1,1,36,20,3,14.85238004,0.779081248,1,0,0,0,0,0,212.45,0,0
14,6,8,0,0,34,15,3,15.84140317,0.632580484,1,0,0,0,0,0,175.17,0,0
22,8,6,0,1,37,20,5,15.6486,0.739440639,1,0,0,0,0,0,217.64,0,0
15,7,6,0,0,32,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,178.51,0,0
19,8,6,1,0,36,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.71,0,0
20,10,4,0,1,37,19,3,17.30667595,0.651668825,1,0,0,0,0,0,202.16,0,0
20,6,8,0,0,34,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,202.7,0,0
21,8,6,1,0,36,19,3,15.84140317,0.711945846,1,0,0,0,0,0,211.16,0,0
21,9,6,0,0,36,19,2,16.40622355,0.687435542,1,0,0,0,0,0,200.88,0,0
20,10,4,0,0,34,18,1,16.40622355,0.669100624,1,0,0,0,0,0,198.47,0,0
16,5,8,1,0,34,16,4,14.01098511,0.738677935,1,0,0,0,0,0,183.7,0,0
21,10,4,1,0,36,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,201.68,0,0
20,8,6,0,0,34,18,3,15.84140317,0.6929572009999999,1,0,0,0,0,0,203.62,0,0
19,7,6,0,1,35,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,195.3,0,0
18,6,6,0,1,33,17,4,14.01098511,0.761411788,1,0,0,0,0,0,191.58,0,0
18,6,8,0,1,37,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,199.68,0,0
19,7,6,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.6,0,0
19,8,4,1,1,34,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,198.2,0,0
19,9,6,0,0,36,18,3,15.84140317,0.6929572009999999,1,0,0,0,0,0,199.65,0,0
20,8,6,0,1,37,19,3,16.40622355,0.687435542,1,0,0,0,0,0,201.28,0,0
17,9,6,0,0,36,17,2,16.40622355,0.650248925,1,0,0,0,0,0,186.91,0,0
21,9,4,0,1,35,19,2,16.40622355,0.687435542,1,0,0,0,0,0,205.37,0,0
17,9,4,0,1,35,17,4,15.6486,0.6817305840000001,1,0,0,0,0,0,191.52,0,0
17,5,8,0,1,35,17,5,14.01098511,0.761411788,1,0,0,0,0,0,194.75,0,0
15,4,8,1,0,32,15,3,12.40193927,0.808015768,1,0,0,0,0,0,171.16,0,0
12,8,2,0,1,29,13,4,13.57073908,0.687435542,1,0,0,0,0,0,161.33,0,0
12,5,6,1,1,33,14,5,14.01098511,0.690969938,1,0,0,0,0,0,162.09,0,0
19,9,6,2,0,40,19,4,16.40622355,0.687435542,1,0,0,0,0,0,201.7,0,0
20,4,12,0,0,38,19,5,16.40622355,0.687435542,1,0,0,0,0,0,206.64,0,0
13,7,4,0,1,31,14,4,14.01098511,0.690969938,1,0,0,0,0,0,163.35,0,0
19,9,4,2,0,36,18,2,14.85238004,0.7391013679999999,1,0,0,0,0,0,192.05,0,0
19,4,10,1,0,36,18,4,13.57073908,0.80890321,1,0,0,0,0,0,193.9,0,0
20,8,6,0,0,34,18,2,16.40622355,0.669100624,1,0,0,0,0,0,200.98,0,0
19,5,10,0,0,36,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,198.68,0,0
21,9,2,0,2,34,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,206.82,0,0
18,7,6,1,0,34,17,2,14.01098511,0.761411788,1,0,0,0,0,0,183.15,0,0
22,6,8,0,1,37,20,5,14.01098511,0.825867039,1,0,0,0,0,0,218.47,0,0
19,5,8,0,1,35,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,198.36,0,0
21,8,4,1,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,195.95,0,0
22,11,4,1,1,41,21,3,17.30667595,0.685109188,1,0,0,0,0,0,208.46,0,0
20,8,6,0,1,37,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,205.63,0,0
14,8,6,0,0,34,15,2,20.9562066,0.478185899,1,0,0,0,0,0,174.45,0,0
19,7,8,0,0,36,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,197.45,0,0
19,11,4,0,1,39,19,4,17.82512691,0.632714776,1,0,0,0,0,0,199.37,0,0
19,6,6,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,197.57,0,0
18,6,6,0,0,30,16,1,12.40193927,0.834515097,1,0,0,0,0,0,185.5,0,0
18,6,6,0,1,33,17,4,13.57073908,0.786112618,1,0,0,0,0,0,192.89,0,0
12,7,4,1,1,32,14,4,13.57073908,0.713385576,1,0,0,0,0,0,163.05,0,0
14,8,2,0,1,29,14,2,12.40193927,0.7806173940000001,1,0,0,0,0,0,169.86,0,0
15,11,0,0,1,31,15,2,12.40193927,0.808015768,1,0,0,0,0,0,172.23,0,0
20,7,6,1,1,37,19,4,15.84140317,0.711945846,1,0,0,0,0,0,194.0,0,0
21,8,4,1,1,35,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,204.01,0,0
9,9,2,0,0,28,11,2,14.01098511,0.612479388,1,0,0,0,0,0,141.92,0,0
19,7,8,0,1,39,19,4,18.16254095,0.620960537,1,0,0,0,0,0,196.81,0,0
11,7,4,0,0,28,12,3,12.40193927,0.722711274,1,0,0,0,0,0,148.74,0,1
22,7,6,1,1,37,20,4,14.01098511,0.825867039,1,0,0,0,0,0,208.38,0,0
19,7,4,0,2,34,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.01,0,0
21,9,6,0,0,36,19,3,14.85238004,0.75935447,1,0,0,0,0,0,209.03,0,0
17,7,8,0,0,36,17,4,14.01098511,0.761411788,1,0,0,0,0,0,187.26,0,0
10,8,2,0,1,29,12,3,12.40193927,0.722711274,1,0,0,0,0,0,150.87,0,0
19,9,4,0,1,35,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,197.65,0,0
17,10,2,1,1,34,17,3,14.01098511,0.761411788,1,0,0,0,0,0,185.92,0,0
19,7,6,2,1,39,19,3,16.40622355,0.687435542,1,0,0,0,0,0,197.81,0,0
20,8,6,0,1,37,19,4,14.85238004,0.75935447,1,0,0,0,0,0,206.2,0,0
15,7,6,0,1,35,16,4,14.85238004,0.6968314520000001,1,0,0,0,0,0,177.85,0,0
20,8,6,0,1,37,19,3,15.84140317,0.711945846,1,0,0,0,0,0,195.77,0,0
18,6,6,0,1,33,17,3,13.57073908,0.786112618,1,0,0,0,0,0,188.95,0,0
16,10,2,0,0,30,15,2,14.01098511,0.7152218359999999,1,0,0,0,0,0,176.39,0,0
