num_removed_atoms,num_ZZ_atoms,num_AC_atoms,num_UA_atoms,num_SB_atoms,count_rim_atoms,num_incomplete_hexagons,num_5_membered_rings,max_dist,shape_factor,360_rot,60_clock_rot,120_clock_rot,180_clock_rot,240_clock_rot,300_clock_rot,time,ZZ_features,AC_features
22,10,4,0,1,37,20,4,15.6486,0.739440639,1,0,0,0,0,0,208.6,0,0
21,10,4,1,0,36,19,3,15.84140317,0.711945846,1,0,0,0,0,0,208.71,0,0
14,5,8,1,0,34,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,171.25,0,0
21,6,8,1,0,36,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,211.51,0,0
18,8,4,0,1,33,17,3,14.85238004,0.71827742,1,0,0,0,0,0,197.45,0,0
17,7,6,0,1,35,17,3,16.40622355,0.650248925,1,0,0,0,0,0,186.69,0,0
18,8,4,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,193.24,0,0
11,7,6,0,0,32,13,3,15.84140317,0.5889003820000001,1,0,0,0,0,0,155.59,0,0
20,6,8,2,0,38,19,5,14.01098511,0.8049556179999999,1,0,0,0,0,0,204.54,0,0
18,8,4,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,194.08,0,0
12,5,6,1,1,33,14,4,13.57073908,0.713385576,1,0,0,0,0,0,162.12,0,0
12,8,2,2,1,32,14,4,13.57073908,0.713385576,1,0,0,0,0,0,162.53,0,0
17,6,6,1,1,35,17,3,14.01098511,0.761411788,1,0,0,0,0,0,188.1,0,0
22,7,8,1,0,38,20,3,15.84140317,0.7304410259999999,1,0,0,0,0,0,215.82,0,0
18,8,4,0,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,193.01,0,0
14,9,4,1,0,34,15,3,13.57073908,0.738424225,1,0,0,0,0,0,168.79,0,0
13,7,4,0,0,28,13,2,12.40193927,0.752221743,1,0,0,0,0,0,160.03,0,0
19,9,4,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,206.79,0,0
6,4,4,0,0,22,8,3,9.328612045,0.7844978690000001,1,0,0,0,0,0,107.48,0,0
20,9,4,1,0,34,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.71,0,0
12,6,4,0,1,29,13,3,12.40193927,0.752221743,1,0,0,0,0,0,156.91,0,0
20,10,4,2,1,40,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,205.93,0,0
16,10,0,0,1,29,15,3,13.57073908,0.738424225,1,0,0,0,0,0,182.6,0,1
22,6,8,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,205.4,0,0
19,9,4,0,1,35,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,199.16,0,0
14,7,4,1,1,33,15,4,14.01098511,0.7152218359999999,1,0,0,0,0,0,171.11,0,0
10,7,4,1,0,30,12,3,14.01098511,0.639713857,1,0,0,0,0,0,149.45,0,0
13,7,4,0,1,31,14,3,20.66445863,0.468493741,1,0,0,0,0,0,170.74,0,0
21,8,6,1,0,36,19,2,16.40622355,0.687435542,1,0,0,0,0,0,207.74,0,0
21,11,4,0,0,36,19,1,18.16254095,0.620960537,1,0,0,0,0,0,206.66,0,0
20,10,4,0,0,34,18,2,14.85238004,0.7391013679999999,1,0,0,0,0,0,205.11,0,0
21,9,6,0,0,36,19,3,16.40622355,0.687435542,1,0,0,0,0,0,207.46,0,0
22,7,6,1,1,37,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,206.84,0,0
12,5,6,1,1,33,14,4,13.57073908,0.713385576,1,0,0,0,0,0,162.3,0,0
17,9,2,0,1,31,16,3,13.57073908,0.76264126,1,0,0,0,0,0,185.79,0,0
22,6,8,0,1,37,20,5,14.85238004,0.779081248,1,0,0,0,0,0,213.78,0,0
21,7,6,0,1,35,19,5,14.01098511,0.8049556179999999,1,0,0,0,0,0,209.2,0,0
20,8,4,0,1,33,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,194.51,0,0
19,7,6,0,1,35,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,202.62,0,0
21,8,7,1,1,41,21,5,14.01098511,0.846261888,1,0,0,0,0,0,206.89,0,0
19,7,4,0,2,34,18,4,13.57073908,0.80890321,1,0,0,0,0,0,198.72,0,0
15,8,4,1,1,34,16,3,14.85238004,0.6968314520000001,1,0,0,0,0,0,180.58,0,0
21,9,4,0,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,217.21,0,0
20,8,6,0,0,34,18,2,16.40622355,0.669100624,1,0,0,0,0,0,204.73,0,0
21,9,4,0,1,35,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,208.52,0,0
19,8,6,1,0,36,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,186.75,0,0
20,9,4,1,1,36,19,5,15.84140317,0.711945846,1,0,0,0,0,0,203.02,0,0
19,5,8,0,1,35,18,5,13.57073908,0.80890321,1,0,0,0,0,0,205.11,0,0
22,10,4,0,1,37,20,3,17.30667595,0.668598107,1,0,0,0,0,0,222.72,0,0
20,6,6,0,1,33,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,206.89,0,0
21,10,4,1,0,36,19,3,15.84140317,0.711945846,1,0,0,0,0,0,200.62,0,0
21,9,6,0,0,36,19,3,14.85238004,0.75935447,1,0,0,0,0,0,201.31,0,0
18,9,2,1,1,33,17,3,14.01098511,0.761411788,1,0,0,0,0,0,197.84,0,0
19,9,6,0,0,36,18,2,16.40622355,0.669100624,1,0,0,0,0,0,187.82,0,0
11,7,4,0,0,28,12,3,13.57073908,0.660466705,1,0,0,0,0,0,152.1,0,0
21,8,8,1,0,40,20,3,18.16254095,0.637092068,1,0,0,0,0,0,209.35,0,0
22,8,8,2,0,42,21,5,16.40622355,0.722711274,1,0,0,0,0,0,218.49,0,0
16,7,4,1,1,33,16,4,12.40193927,0.834515097,1,0,0,0,0,0,189.72,0,0
22,8,8,2,0,42,21,3,15.84140317,0.748479323,1,0,0,0,0,0,208.14,0,0
20,8,6,0,1,37,19,3,16.40622355,0.687435542,1,0,0,0,0,0,213.35,0,0
21,6,8,1,0,36,19,4,14.85238004,0.75935447,1,0,0,0,0,0,211.76,0,0
22,7,6,1,1,37,20,4,15.6486,0.739440639,1,0,0,0,0,0,212.57,0,0
20,8,6,0,0,34,18,0,15.84140317,0.6929572009999999,1,0,0,0,0,0,189.58,0,0
22,6,8,0,0,34,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,206.63,0,0
11,7,2,0,1,27,12,2,11.64448285,0.769722575,1,0,0,0,0,0,148.16,0,0
14,6,6,0,1,33,15,3,13.57073908,0.738424225,1,0,0,0,0,0,174.56,0,0
13,6,6,1,0,32,14,3,14.01098511,0.690969938,1,0,0,0,0,0,163.06,0,0
22,4,12,0,0,38,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,204.43,0,0
21,6,8,1,1,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,214.75,0,0
16,6,8,0,0,34,16,3,14.85238004,0.6968314520000001,1,0,0,0,0,0,178.4,0,0
21,10,4,1,0,36,19,0,16.40622355,0.687435542,1,0,0,0,0,0,197.56,0,0
11,8,4,1,0,32,13,3,13.57073908,0.687435542,1,0,0,0,0,0,156.46,0,0
16,6,8,0,0,34,16,3,14.01098511,0.738677935,1,0,0,0,0,0,177.84,0,0
21,9,6,0,1,39,20,2,18.81922908,0.614861041,1,0,0,0,0,0,203.48,0,0
13,3,8,0,1,31,14,4,11.64448285,0.8313954029999999,1,0,0,0,0,0,167.34,0,0
19,7,8,0,0,36,18,2,16.40622355,0.669100624,1,0,0,0,0,0,195.34,0,0
22,8,8,0,0,38,20,3,16.40622355,0.705293985,1,0,0,0,0,0,210.54,0,0
16,6,6,0,0,30,15,2,12.40193927,0.808015768,1,0,0,0,0,0,180.85,1,0
14,7,4,1,0,30,14,1,12.40193927,0.7806173940000001,1,0,0,0,0,0,172.25,0,0
22,11,4,1,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,204.3,0,0
19,6,6,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.41,0,0
19,9,2,0,1,31,17,3,12.40193927,0.860198473,1,0,0,0,0,0,187.62,0,0
10,4,6,0,1,29,12,4,11.64448285,0.769722575,1,0,0,0,0,0,147.89,0,0
18,10,4,0,0,34,17,3,15.84140317,0.6734333509999999,1,0,0,0,0,0,199.39,0,0
11,5,4,0,2,30,13,5,13.57073908,0.687435542,1,0,0,0,0,0,154.78,0,0
21,7,8,0,0,36,19,4,15.84140317,0.711945846,1,0,0,0,0,0,212.1,0,0
20,10,4,0,1,37,19,4,15.84140317,0.711945846,1,0,0,0,0,0,201.5,0,0
21,11,2,0,1,35,19,2,15.84140317,0.711945846,1,0,0,0,0,0,208.41,0,0
17,7,4,0,1,31,16,2,12.40193927,0.834515097,1,0,0,0,0,0,186.25,0,0
13,7,2,0,2,30,14,5,11.64448285,0.8313954029999999,1,0,0,0,0,0,170.54,0,0
21,7,6,0,1,35,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,209.7,0,0
16,10,4,0,0,34,16,3,16.40622355,0.630834118,1,0,0,0,0,0,184.57,0,0
22,6,8,2,1,40,21,5,14.85238004,0.798320719,1,0,0,0,0,0,212.99,0,0
15,6,8,1,0,36,16,4,14.85238004,0.6968314520000001,1,0,0,0,0,0,185.16,0,0
21,7,6,0,1,35,19,2,15.84140317,0.711945846,1,0,0,0,0,0,199.52,0,0
11,9,4,0,0,32,13,3,15.6486,0.596156102,1,0,0,0,0,0,156.7,0,0
21,7,6,0,1,35,19,2,14.85238004,0.75935447,1,0,0,0,0,0,197.29,0,0
21,10,2,1,1,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,210.14,0,0
20,5,10,1,0,38,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,208.49,0,0
22,8,6,0,1,37,20,2,14.01098511,0.825867039,1,0,0,0,0,0,206.14,0,0
21,9,4,0,1,35,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,208.9,0,0
20,8,6,0,0,34,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.42,0,0
13,8,4,1,0,32,14,3,12.40193927,0.7806173940000001,1,0,0,0,0,0,167.31,0,0
22,8,6,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,217.72,0,0
19,6,8,1,0,36,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,197.57,0,0
22,5,10,1,0,38,20,4,14.85238004,0.779081248,1,0,0,0,0,0,215.99,0,0
17,9,2,0,1,31,16,1,14.01098511,0.738677935,1,0,0,0,0,0,180.48,0,0
11,5,6,2,0,32,13,5,12.40193927,0.752221743,1,0,0,0,0,0,157.66,0,0
18,5,8,1,1,37,18,5,14.01098511,0.7834862659999999,1,0,0,0,0,0,190.48,0,0
20,8,8,0,0,38,19,3,15.84140317,0.711945846,1,0,0,0,0,0,211.58,0,0
17,6,8,1,0,36,17,3,14.01098511,0.761411788,1,0,0,0,0,0,195.73,0,0
11,7,4,0,1,31,13,4,14.01098511,0.665835293,1,0,0,0,0,0,158.33,0,0
22,4,10,2,1,41,21,6,14.01098511,0.846261888,1,0,0,0,0,0,214.59,0,0
20,6,8,2,0,38,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,204.11,0,1
14,4,8,0,0,30,14,2,14.01098511,0.690969938,1,0,0,1,0,0,163.08,0,0
15,8,4,1,0,32,15,4,13.57073908,0.738424225,1,0,0,0,0,0,177.79,0,0
22,7,8,1,0,38,20,3,14.01098511,0.825867039,1,0,0,0,0,0,213.98,0,0
22,7,10,1,0,42,21,4,18.16254095,0.652825106,1,0,0,0,0,0,203.01,0,0
19,8,6,1,0,36,18,2,16.40622355,0.669100624,1,0,0,0,0,0,203.51,0,0
22,10,4,0,0,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,199.76,0,0
19,6,8,1,0,36,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,205.19,0,0
21,9,4,0,1,35,19,3,14.85238004,0.75935447,1,0,0,0,0,0,202.62,0,0
13,10,2,1,0,32,14,3,15.84140317,0.611130808,1,0,0,0,0,0,171.39,0,0
21,8,4,1,1,34,19,3,13.57073908,0.831069046,1,0,0,0,0,0,208.52,0,0
21,8,6,1,0,36,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,203.91,0,0
20,4,10,0,1,37,19,4,16.40622355,0.687435542,1,0,0,0,0,0,197.33,0,0
15,5,8,0,0,32,15,4,13.57073908,0.738424225,1,0,0,0,0,0,180.59,0,0
14,6,4,0,1,29,14,3,11.64448285,0.8313954029999999,1,0,0,0,0,0,171.05,0,0
19,6,8,1,1,39,19,6,15.84140317,0.711945846,1,0,0,0,0,0,204.09,0,0
20,10,6,0,0,38,19,4,16.40622355,0.687435542,1,0,0,0,0,0,208.84,0,0
18,8,4,0,0,30,16,2,12.40193927,0.834515097,1,0,0,0,0,0,192.18,0,0
15,9,2,0,1,31,15,1,14.01098511,0.7152218359999999,1,0,0,0,0,0,176.09,0,0
20,6,10,0,0,38,19,4,15.84140317,0.711945846,1,0,0,0,0,0,199.93,0,0
13,7,6,2,0,36,15,4,14.85238004,0.674704153,1,0,0,0,0,0,172.67,0,0
22,5,10,1,0,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,220.05,0,0
16,8,4,0,1,33,16,3,14.01098511,0.738677935,1,0,0,0,0,0,183.16,0,0
22,9,6,1,0,38,20,4,14.01098511,0.825867039,1,0,0,0,0,0,213.66,0,0
16,8,4,0,1,33,16,3,15.84140317,0.653326315,1,0,0,0,0,0,177.36,0,0
18,7,4,1,1,32,17,2,12.40193927,0.860198473,1,0,0,0,0,0,189.15,0,0
18,9,6,1,0,38,18,3,16.40622355,0.669100624,1,0,0,0,0,0,203.63,0,0
21,9,8,2,0,44,21,3,18.81922908,0.630045081,1,0,0,0,0,0,212.42,0,0
16,8,6,0,0,34,16,3,16.40622355,0.630834118,1,0,0,0,0,0,187.96,0,0
22,6,8,0,1,37,20,4,16.40622355,0.705293985,1,0,0,0,0,0,199.46,0,0
22,8,8,0,0,38,20,3,17.30667595,0.668598107,1,0,0,0,0,0,208.76,0,0
19,7,8,0,0,36,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,194.42,0,0
19,6,8,1,0,36,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,203.21,0,0
15,7,4,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,181.09,0,0
15,9,4,0,0,32,15,2,16.40622355,0.610802508,1,0,0,0,0,0,177.48,0,0
19,8,4,1,1,34,18,4,13.57073908,0.80890321,1,0,0,0,0,0,199.09,0,0
20,6,8,0,1,37,19,4,15.84140317,0.711945846,1,0,0,0,0,0,210.67,0,0
22,10,4,0,0,34,19,3,15.6486,0.7207175840000001,1,0,0,0,0,0,205.83,0,0
12,4,6,0,1,29,13,3,12.40193927,0.752221743,1,0,0,0,0,0,156.91,0,0
19,6,10,1,0,40,19,5,15.84140317,0.711945846,1,0,0,0,0,0,195.68,0,0
15,7,6,0,0,32,15,2,14.01098511,0.7152218359999999,1,0,0,0,0,0,171.72,0,0
16,8,4,2,1,37,17,4,14.85238004,0.71827742,1,0,0,0,0,0,185.54,0,0
19,6,8,1,0,36,18,4,15.6486,0.7014949840000001,1,0,0,0,0,0,194.34,0,0
21,7,6,0,1,35,19,3,14.85238004,0.75935447,1,0,0,0,0,0,214.79,0,0
22,7,8,1,0,38,20,2,15.84140317,0.7304410259999999,1,0,0,0,0,0,215.59,0,0
22,8,6,0,1,37,20,5,15.6486,0.739440639,1,0,0,0,0,0,203.15,0,0
18,8,4,0,1,33,17,3,13.57073908,0.786112618,1,0,0,0,0,0,194.48,0,0
21,9,6,2,1,42,21,5,15.6486,0.757701182,1,0,0,0,0,0,211.24,0,0
22,9,6,1,0,38,20,3,14.85238004,0.779081248,1,0,0,0,0,0,219.41,0,0
19,10,2,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.4,0,0
18,9,2,1,1,33,17,2,14.01098511,0.761411788,1,0,0,0,0,0,184.19,0,0
20,7,8,1,0,38,19,4,15.84140317,0.711945846,1,0,0,0,0,0,194.36,0,0
14,3,8,1,1,32,15,5,11.64448285,0.860576001,1,0,0,0,0,0,176.73,0,0
20,10,2,0,1,33,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,196.32,0,0
16,8,4,0,1,33,16,4,14.01098511,0.738677935,1,0,0,0,0,0,191.13,0,0
21,7,6,0,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,205.77,0,0
18,8,6,0,0,34,17,3,20.66445863,0.516254958,1,0,0,0,0,0,194.53,0,0
18,10,4,0,0,34,17,2,15.84140317,0.6734333509999999,1,0,0,0,0,0,192.51,0,0
17,5,8,0,1,35,17,3,15.6486,0.6817305840000001,1,0,0,0,0,0,189.64,0,0
19,6,6,1,1,35,18,4,13.57073908,0.80890321,1,0,0,0,0,0,194.99,0,0
11,8,4,1,0,32,13,4,13.57073908,0.687435542,1,0,0,0,0,0,156.61,0,0
21,4,10,1,1,39,20,5,15.84140317,0.7304410259999999,1,0,0,0,0,0,213.14,0,0
10,4,6,0,1,29,12,4,13.57073908,0.660466705,1,0,0,0,0,0,148.9,0,0
22,9,4,1,1,36,20,2,14.01098511,0.825867039,1,0,0,0,0,0,213.27,0,0
19,9,6,2,0,40,19,5,17.82512691,0.632714776,1,0,0,0,0,0,195.63,0,0
21,7,6,0,1,35,19,2,15.84140317,0.711945846,1,0,0,0,0,0,203.33,0,0
20,7,8,1,0,38,19,5,15.84140317,0.711945846,1,0,0,0,0,0,206.65,0,0
21,6,8,1,1,38,20,3,16.40622355,0.705293985,1,0,0,0,0,0,204.39,0,0
22,9,6,1,0,38,20,3,17.30667595,0.668598107,1,0,0,0,0,0,209.58,0,0
20,10,2,0,0,30,17,0,14.01098511,0.761411788,1,0,0,0,0,0,191.68,0,0
18,8,6,0,0,34,17,2,16.40622355,0.650248925,1,0,0,0,0,0,190.45,0,0
15,5,6,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,177.57,0,0
21,8,6,1,0,36,19,2,15.84140317,0.711945846,1,0,0,0,0,0,200.97,0,0
10,10,2,0,0,30,12,2,15.84140317,0.5657971860000001,1,0,0,0,0,0,151.49,0,0
15,5,6,0,1,31,15,4,12.40193927,0.808015768,1,0,0,0,0,0,175.87,0,0
19,8,4,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.65,0,0
22,3,12,1,0,38,20,5,14.01098511,0.825867039,1,0,0,0,0,0,214.76,0,0
21,9,6,0,0,36,19,4,15.84140317,0.711945846,1,0,0,0,0,0,208.45,0,0
20,10,6,2,0,42,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,203.24,0,0
20,8,8,0,0,38,19,4,15.6486,0.7207175840000001,1,0,0,0,0,0,203.32,0,0
18,10,4,0,0,34,17,4,15.84140317,0.6734333509999999,1,0,0,1,0,0,195.4,0,0
22,9,6,1,0,38,20,4,16.40622355,0.705293985,1,0,0,0,0,0,216.15,0,0
20,8,6,0,0,34,18,2,15.84140317,0.6929572009999999,1,0,0,0,0,0,196.34,0,0
19,9,4,0,2,38,19,4,16.40622355,0.687435542,1,0,0,0,0,0,196.13,0,0
19,11,4,0,0,36,18,2,14.85238004,0.7391013679999999,1,0,0,0,0,0,201.19,0,0
22,8,6,2,1,41,21,5,15.84140317,0.748479323,1,0,0,0,0,0,208.49,0,0
16,8,4,0,1,33,16,2,14.01098511,0.738677935,1,0,0,0,0,0,177.32,0,0
22,8,10,0,0,42,21,4,16.40622355,0.722711274,1,0,0,0,0,0,218.59,0,0
21,6,8,1,1,38,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,217.47,0,0
22,7,8,1,1,41,21,5,15.6486,0.757701182,1,0,0,0,0,0,205.86,0,0
21,11,4,0,1,39,20,2,18.81922908,0.614861041,1,0,0,0,0,0,203.7,0,0
15,7,6,0,0,32,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,180.02,0,0
17,7,6,0,1,35,17,5,14.85238004,0.71827742,1,0,0,0,0,0,191.67,0,0
18,5,8,1,0,34,17,2,20.66445863,0.516254958,1,0,0,0,0,0,191.28,0,0
22,8,6,0,0,34,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,220.73,0,0
19,6,8,1,0,36,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,195.96,0,0
18,10,4,0,0,34,17,2,15.84140317,0.6734333509999999,1,0,0,0,0,0,197.41,0,0
19,7,4,0,1,31,17,2,12.40193927,0.860198473,1,0,0,0,0,0,190.17,0,0
17,5,8,2,0,36,17,5,14.01098511,0.761411788,1,0,0,0,0,0,194.64,0,0
21,9,4,2,1,38,20,5,14.85238004,0.779081248,1,0,0,0,0,0,205.97,0,0
19,7,6,0,1,35,18,2,16.40622355,0.669100624,1,0,0,0,0,0,193.63,0,0
20,5,10,1,1,41,20,6,16.40622355,0.705293985,1,0,0,0,0,0,201.32,0,0
16,8,4,0,1,33,16,4,13.57073908,0.76264126,1,0,0,0,0,0,183.55,0,0
14,5,8,1,0,34,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,170.57,0,0
22,11,4,1,0,38,20,2,15.84140317,0.7304410259999999,1,0,0,0,0,0,214.83,0,0
14,10,0,0,0,26,13,1,11.64448285,0.801152657,1,0,0,0,0,0,164.26,0,1
18,6,8,0,0,34,17,4,15.84140317,0.6734333509999999,1,0,0,1,0,0,185.9,0,0
19,10,4,1,1,39,19,3,15.84140317,0.711945846,1,0,0,0,0,0,200.69,0,0
20,10,4,0,0,34,18,2,17.82512691,0.615839341,1,0,0,1,0,0,202.42,0,0
20,6,8,0,0,34,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,206.53,0,0
20,8,6,0,0,34,18,3,14.01098511,0.7834862659999999,1,0,0,0,0,0,199.1,0,0
22,6,8,0,1,37,20,4,15.84140317,0.7304410259999999,1,0,0,0,0,0,219.36,0,0
20,9,6,1,0,38,19,5,16.40622355,0.687435542,1,0,0,0,0,0,209.59,0,0
20,9,4,1,1,36,19,4,14.01098511,0.8049556179999999,1,0,0,0,0,0,201.03,0,0
19,9,4,0,0,32,17,3,14.01098511,0.761411788,1,0,0,0,0,0,193.84,0,0
15,5,6,0,1,31,15,3,12.40193927,0.808015768,1,0,0,0,0,0,176.97,0,0
20,8,4,0,1,33,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,203.24,0,0
22,9,8,1,0,42,21,3,18.81922908,0.630045081,1,0,0,0,0,0,211.21,0,0
19,7,6,0,1,35,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,200.91,0,0
19,7,6,0,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,199.74,0,0
20,9,6,1,0,38,19,3,16.40622355,0.687435542,1,0,0,0,0,0,198.98,0,0
22,10,8,0,0,42,21,4,18.81922908,0.630045081,1,0,0,0,0,0,208.82,0,0
16,4,8,0,1,33,16,5,14.01098511,0.738677935,1,0,0,0,0,0,178.89,0,0
16,6,6,0,1,33,16,3,14.01098511,0.738677935,1,0,0,0,0,0,185.07,0,0
21,7,6,0,1,35,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,204.73,0,0
21,12,2,1,0,36,19,1,14.85238004,0.75935447,1,0,0,0,0,0,211.06,0,0
18,8,6,0,1,37,18,4,16.40622355,0.669100624,1,0,0,0,0,0,201.83,0,0
11,4,8,1,0,32,13,4,14.01098511,0.665835293,1,0,0,0,0,0,156.32,0,0
16,6,6,0,1,33,16,3,14.01098511,0.738677935,1,0,0,0,0,0,185.38,0,0
13,6,6,1,1,35,15,5,14.01098511,0.7152218359999999,1,0,0,0,0,0,168.52,0,0
19,7,8,2,0,40,19,5,15.6486,0.7207175840000001,1,0,0,0,0,0,193.51,0,0
22,10,2,0,1,33,19,2,14.01098511,0.8049556179999999,1,0,0,0,0,0,212.77,0,0
14,5,8,1,0,34,15,4,14.85238004,0.674704153,1,0,0,0,0,0,180.39,0,0
18,8,6,0,0,34,17,4,20.66445863,0.516254958,1,0,0,0,0,0,198.58,0,0
12,6,4,2,1,33,14,5,12.40193927,0.7806173940000001,1,0,0,0,0,0,162.74,0,0
20,6,8,0,1,37,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,207.95,0,0
20,6,8,0,1,37,19,5,14.85238004,0.75935447,1,0,0,0,0,0,212.02,0,0
17,7,4,0,1,31,16,2,13.57073908,0.76264126,1,0,0,0,0,0,179.51,0,0
16,8,2,0,1,29,15,2,11.64448285,0.860576001,1,0,0,0,0,0,179.65,0,0
21,9,4,0,1,35,19,3,15.84140317,0.711945846,1,0,0,0,0,0,212.08,0,0
11,3,8,0,0,28,12,4,11.64448285,0.769722575,1,0,0,0,0,0,149.73,0,0
17,7,6,0,1,35,17,4,20.66445863,0.516254958,1,0,0,0,0,0,193.92,0,0
21,7,6,0,1,35,19,3,15.84140317,0.711945846,1,0,0,0,0,0,210.09,0,0
21,11,2,0,1,35,19,3,15.84140317,0.711945846,1,0,0,0,0,0,215.01,0,0
18,7,8,1,0,38,18,4,14.85238004,0.7391013679999999,1,0,0,0,0,0,199.77,0,0
17,7,4,0,1,31,16,2,12.40193927,0.834515097,1,0,0,0,0,0,178.33,0,0
22,7,6,1,1,36,20,4,14.01098511,0.825867039,1,0,0,0,0,0,218.36,0,0
13,5,6,0,0,28,13,2,11.64448285,0.801152657,1,0,0,0,0,0,162.04,0,0
22,7,10,1,0,42,21,4,16.40622355,0.722711274,1,0,0,0,0,0,204.71,0,0
15,7,4,0,1,31,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,176.68,0,0
16,5,8,1,0,34,16,4,14.01098511,0.738677935,1,0,0,0,0,0,185.78,0,0
15,7,6,0,0,32,15,3,14.01098511,0.7152218359999999,1,0,0,0,0,0,178.66,0,0
21,7,8,0,0,36,19,3,14.01098511,0.8049556179999999,1,0,0,0,0,0,211.45,0,0
22,11,2,1,1,37,20,2,14.85238004,0.779081248,1,0,0,0,0,0,216.5,0,0
19,7,6,0,1,35,18,4,15.84140317,0.6929572009999999,1,0,0,0,0,0,201.75,0,0
19,8,4,1,1,35,18,4,14.01098511,0.7834862659999999,1,0,0,0,0,0,200.17,0,0
13,3,8,0,1,31,14,5,12.40193927,0.7806173940000001,1,0,0,0,0,0,169.13,0,0
16,8,4,0,1,33,16,3,14.85238004,0.6968314520000001,1,0,0,0,0,0,175.31,0,0
22,10,4,0,0,34,19,2,14.85238004,0.75935447,1,0,0,0,0,0,216.01,0,0
12,6,8,0,0,34,14,3,14.85238004,0.651826138,1,0,0,0,0,0,165.36,0,0
21,10,4,1,0,36,19,3,15.84140317,0.711945846,1,0,0,0,0,0,201.39,0,0
13,5,6,0,1,31,14,4,13.57073908,0.713385576,1,0,0,0,0,0,168.25,0,0
19,7,6,0,1,35,18,3,14.85238004,0.7391013679999999,1,0,0,0,0,0,196.87,0,0
10,6,6,0,0,30,12,3,13.57073908,0.660466705,1,0,0,0,0,0,148.92,0,0
21,6,8,1,1,38,20,5,14.85238004,0.779081248,1,0,0,0,0,0,208.96,0,0
19,9,6,0,0,36,18,2,14.01098511,0.7834862659999999,1,0,0,0,0,0,201.28,0,0
14,8,6,0,0,34,15,3,15.84140317,0.632580484,1,0,0,0,0,0,168.88,0,0
10,8,2,0,0,26,11,2,13.57073908,0.632348727,1,0,0,0,0,0,141.51,0,0
21,5,10,2,0,40,20,4,16.40622355,0.705293985,1,0,0,0,0,0,210.4,0,0
