pore_id,num_removed_atoms,num_ZZ_atoms,num_AC_atoms,num_UA_atoms,num_SB_atoms,count_rim_atoms,num_incomplete_hexagons,num_5_membered_rings,max_dist,shape_factor,360_rot,60_clock_rot,120_clock_rot,180_clock_rot,240_clock_rot,300_clock_rot,mirror_vertical,mirror_90_clock_vertical,mirror_150_clock_vertical,mirror_30_clock_vertical,mirror_60_clock_vertical,mirror_120_clock_vertical,time,probability,unique_id
1,9,5,4,0,1,27,11,3,11.64448285,0.7369532590000001,1,0,0,0,0,0,0,0,0,0,0,0,141.29,0.001,1
2,9,7,2,0,0,24,10,1,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.054000000000000006,2
3,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,137.31,0.0853,8
4,9,3,6,0,1,27,11,4,11.3808,0.7540278,1,0,0,0,0,0,0,0,0,0,0,0,139.13,0.0045,61
5,9,7,0,0,1,23,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.0859,5
6,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,128.8,0.1166,4
7,9,5,6,0,0,28,11,4,12.40193927,0.691943365,1,0,0,0,0,0,0,0,0,0,0,0,139.84,0.0039,49
8,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,131.34,0.0853,8
9,9,7,0,0,1,23,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,136.77,0.0859,5
10,9,7,2,0,0,24,10,1,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,133.68,0.054000000000000006,2
11,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,1,0,0,0,0,0,134.64,0.0558,20
12,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,128.8,0.1166,4
13,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.9,0.067,11
14,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,135.18,0.0853,8
15,9,3,6,0,1,27,11,4,11.3808,0.7540278,1,0,0,0,0,0,0,0,0,0,0,0,137.52,0.0045,61
16,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.1256,15
17,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,137.31,0.1256,15
18,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,1,0,132.31,0.0558,20
19,9,7,4,0,0,28,11,3,11.64448285,0.7369532590000001,1,0,0,0,0,0,0,0,0,0,0,0,139.44,0.0027,55
20,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,130.85,0.0853,8
21,9,7,0,0,1,23,10,1,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.0376,6
22,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,132.52,0.0853,8
23,9,7,0,0,1,23,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,133.68,0.0859,5
24,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,129.68,0.0821,3
25,9,5,6,0,0,28,11,3,13.57073908,0.632348727,1,0,0,0,0,0,0,0,0,0,0,0,140.74,0.0018,73
26,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,1,0,133.02,0.0558,20
27,9,7,2,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,132.31,0.0853,8
28,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,129.76,0.1166,4
29,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.9,0.0821,3
30,9,5,4,0,0,24,10,3,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,1,131.81,0.0832,10
31,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.1256,15
32,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,135.18,0.1256,15
33,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,130.63,0.0821,3
34,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,136.77,0.0821,3
35,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,137.31,0.0821,3
36,9,7,0,0,1,23,10,1,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,130.83,0.0376,6
37,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,134.23,0.1256,15
38,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,134.64,0.1256,15
39,9,5,4,0,1,27,11,3,11.64448285,0.7369532590000001,1,0,0,0,0,0,0,0,0,0,0,0,139.63,0.0014,30
40,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.1166,4
41,9,9,0,0,0,24,10,3,9.9582,0.821642627,1,0,1,0,1,0,1,0,0,0,1,1,135.18,0.0182,29
42,9,9,0,0,1,27,11,3,12.40193927,0.691943365,1,0,0,0,0,0,0,0,0,0,0,0,142.35,0.0009,85
43,9,5,4,0,0,24,10,3,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,1,0,131.81,0.0832,10
44,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.89,0.0821,3
45,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.067,11
46,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,131.34,0.1166,4
47,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.0821,3
48,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,136.77,0.1166,4
49,9,3,6,0,1,27,11,5,11.64448285,0.7369532590000001,1,0,0,0,0,0,0,0,0,0,0,0,139.13,0.0046,13
50,9,5,4,0,0,24,10,3,9.9582,0.821642627,1,0,0,0,0,0,1,0,0,0,0,0,130.85,0.0832,10
51,9,5,4,0,0,24,10,3,9.9582,0.821642627,1,0,0,0,0,0,1,0,0,0,0,0,131.81,0.0832,10
52,9,5,6,0,0,28,11,3,12.40193927,0.691943365,1,0,0,0,0,0,0,0,0,0,0,0,139.94,0.0023,23
53,9,5,4,0,1,27,11,4,11.64448285,0.7369532590000001,1,0,0,0,0,0,0,0,0,0,0,0,141.05,0.0014,19
54,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,131.81,0.0821,3
55,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,134.23,0.0821,3
56,9,9,0,0,0,24,10,3,9.9582,0.821642627,1,0,1,0,1,0,1,0,0,0,1,1,131.9,0.0182,29
57,9,5,4,0,0,24,10,3,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,1,0,130.85,0.0832,10
58,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,135.18,0.0821,3
59,9,7,0,0,1,23,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,134.64,0.0859,5
60,9,7,2,0,0,24,10,2,11.64448285,0.7026573620000001,1,0,0,0,0,0,0,0,0,0,0,0,137.31,0.067,11
61,9,7,2,0,0,24,10,3,11.3808,0.718937299,1,0,0,0,0,0,0,0,0,0,0,0,133.68,0.1256,15
62,9,5,4,0,0,24,10,2,9.9582,0.821642627,1,0,0,0,0,0,0,0,0,0,0,0,136.77,0.1166,4
